2500 5000
1550 2111 2
1078 1417 9
47 220 7
647 2210 9
1623 1958 6
521 2267 7
202 1879 5
1830 2327 4
555 1534 2
140 2477 6
121 1169 8
271 385 10
72 1956 5
2103 2249 2
1111 1565 10
82 1094 6
773 2153 4
2403 2434 9
1537 1932 7
1626 1980 8
1212 1549 10
1526 1542 5
43 322 5
559 1191 9
1423 2189 8
1389 1919 9
375 1103 2
988 1842 7
1581 1681 8
51 727 7
992 1928 7
719 2288 8
293 543 8
783 1826 6
1510 2250 7
415 1410 2
403 1619 4
135 1223 7
663 1298 2
1826 2463 1
1762 2006 7
1204 2111 5
461 2462 5
911 1627 9
937 2272 2
1563 1980 4
1079 2217 2
172 1872 3
566 1325 10
120 834 1
845 891 6
43 102 6
585 812 6
359 2129 3
522 2321 6
2405 2436 2
2129 2278 10
645 1460 5
504 1288 4
439 1453 1
1301 2021 6
1567 2255 4
1653 2228 9
1176 2104 5
402 1096 1
920 1391 5
1542 1573 7
52 2288 1
1155 2368 5
715 1921 3
543 1703 3
1063 1379 10
1223 1260 4
994 2215 1
53 315 1
2045 2286 9
228 692 6
489 1063 1
389 2026 4
315 2022 1
1562 1970 5
1073 2218 7
513 1737 1
739 2023 9
234 2088 7
425 1183 2
645 1263 9
288 438 6
260 763 7
1176 1420 8
874 1575 4
402 1760 6
48 1249 1
1089 1410 4
754 1351 5
1123 2112 9
1994 2333 3
25 1626 3
1651 1784 2
1469 2378 4
1768 1887 2
127 1327 7
500 1276 1
603 2286 6
389 1185 8
1018 1288 9
387 1912 7
709 1096 10
525 1498 10
1480 2104 8
1322 1483 7
832 1453 10
162 1094 4
176 875 6
1139 1876 9
915 2042 1
627 1408 1
1370 2258 5
1189 1453 4
315 366 6
2386 2471 10
323 357 7
40 1827 9
1618 1733 2
1154 1305 3
360 387 3
162 1075 10
861 1067 6
759 1980 3
439 2068 10
1300 2305 7
581 1061 6
1971 2452 10
513 1267 6
364 2258 3
1588 1777 5
1170 2235 10
252 1708 3
78 535 2
750 2021 1
1595 1849 7
207 522 10
644 1510 8
100 1053 4
64 381 1
264 2130 1
194 1176 4
1014 2301 9
520 2205 9
811 1246 10
226 1981 4
642 841 7
631 1519 8
124 944 6
768 2384 10
530 2292 2
1376 1567 10
978 1654 2
630 1802 8
132 2357 9
840 1366 9
13 1749 2
52 1157 5
156 1272 10
872 2110 6
1250 2213 2
175 2243 1
2150 2359 6
929 2331 6
1499 2103 4
1134 1595 8
1030 1177 2
508 890 5
59 1065 10
240 2101 3
170 1038 7
2116 2129 4
204 2172 1
725 1855 6
577 1970 6
859 1809 5
877 1276 2
1672 2292 2
1100 2444 7
9 207 4
1221 1350 4
670 1302 6
765 1504 2
469 2181 4
420 1058 6
54 135 8
457 1711 2
988 1881 9
1762 2455 2
47 1873 7
520 1318 1
1978 2062 4
2181 2437 8
2294 2498 8
459 1551 10
260 1273 2
59 305 7
460 1022 2
266 636 1
204 552 6
1264 2110 4
1763 2322 4
630 1943 4
83 701 1
137 612 5
1133 1871 2
261 1732 4
1942 2234 6
33 304 7
784 1933 8
389 2145 3
1611 1763 2
1083 1566 5
1030 2271 9
126 312 7
165 1733 1
138 2338 3
2002 2181 2
287 952 9
2152 2302 3
188 896 10
191 426 9
1007 1026 4
15 1956 8
1055 2421 7
1061 1149 8
83 1231 2
663 1630 7
1540 2229 2
134 1647 7
739 2139 2
1404 2301 7
693 1376 8
255 1861 5
1 2005 5
1133 1741 1
1327 1444 2
750 1475 5
459 1326 7
2111 2404 8
406 1925 6
1365 1519 1
416 1080 9
1669 2021 3
95 1064 8
243 1874 9
486 2128 4
336 1741 8
226 1825 9
108 388 6
426 1068 6
287 1683 9
742 2047 8
66 1645 8
264 2198 5
57 2218 6
1500 1607 5
47 1800 10
1201 2380 5
242 504 7
55 1762 1
366 1889 7
869 953 3
719 951 4
2108 2396 3
1083 2251 8
535 706 7
157 1345 9
1341 2042 10
1795 2262 4
1287 1456 2
833 1406 7
1259 1470 1
874 1513 9
136 165 7
1858 2348 3
510 2047 4
861 961 5
1430 2129 6
1288 1686 7
270 2186 3
378 553 9
432 755 8
283 1765 9
598 1761 4
308 734 9
400 2172 7
1833 1886 10
1898 2339 3
335 1673 5
372 1751 10
402 561 8
1212 1283 9
1749 1839 7
1112 1866 4
1368 2299 1
1 2265 2
375 1730 7
1375 2498 2
1855 1965 1
1090 2010 1
1169 2193 2
66 146 7
1744 2082 9
1718 2047 9
757 1864 3
647 1979 1
256 294 4
1189 1369 5
659 1651 1
280 1688 6
623 1262 7
456 1242 4
1381 2175 1
1550 2390 9
539 1778 9
1735 2378 6
1286 2317 6
317 706 10
910 2208 6
1076 1933 4
1825 2085 6
49 1498 7
946 1375 8
335 2352 4
57 2349 10
957 2436 2
209 2186 5
49 2459 6
2097 2463 3
190 2271 2
1651 2254 1
968 1298 8
262 546 3
91 338 10
686 1257 6
726 775 10
56 2040 6
1601 2396 2
1668 1728 8
148 1772 8
24 1768 5
81 1528 6
165 870 3
1038 1393 6
1937 2326 7
612 1093 5
3 1718 10
774 866 10
1654 2266 9
346 529 3
121 2260 10
966 1607 10
719 2493 3
963 1713 1
1144 1341 2
1192 1835 1
1126 1351 7
1493 2333 1
1642 2470 7
2020 2493 2
98 525 2
146 1890 10
500 1401 5
1060 2243 3
1224 2166 10
1575 1641 7
853 1697 9
697 1864 4
1275 1551 9
374 451 5
230 2294 7
162 1467 4
1896 2417 5
1728 1820 5
1275 1332 3
699 2157 3
765 1416 7
903 1737 5
465 2191 5
217 1188 2
624 1097 10
2267 2492 3
339 1243 8
1216 1789 9
588 2447 9
655 1480 7
1848 2023 3
1887 2237 9
1603 1858 10
985 1728 2
70 439 8
1673 2355 3
875 1102 2
1507 2417 6
365 1122 10
1412 1706 7
989 1797 2
174 318 9
1586 1627 5
1064 1145 5
372 1107 3
1439 2189 9
664 1876 7
368 588 7
170 666 1
1357 1650 3
1858 2109 10
2 318 9
675 1621 4
658 1425 5
1209 1739 5
599 686 2
120 2488 5
609 1463 4
1940 2211 9
867 2002 4
136 843 5
120 299 3
325 2022 4
1166 2113 6
986 1728 2
333 2104 7
687 2470 1
561 962 9
1383 1826 6
681 2213 8
1108 2129 1
189 882 8
1217 1973 3
497 1026 7
1501 1777 10
920 2370 3
109 1504 6
531 1874 5
2125 2331 7
2000 2426 3
2115 2500 6
85 1100 4
734 1996 8
1047 1949 4
1527 1860 6
202 548 5
588 1398 5
1471 2462 7
1653 2399 9
171 2101 3
832 2479 10
1471 1766 4
315 798 4
917 961 1
589 1673 8
8 546 4
81 1532 1
1160 1706 4
248 1865 1
295 2045 8
891 2018 4
1324 1922 3
44 1126 1
1444 2093 6
77 1922 10
808 2082 10
930 2076 1
567 763 5
1401 1774 7
6 2476 9
2121 2191 9
1130 2396 7
1527 2485 7
1845 2317 3
1390 2205 10
787 2186 10
1719 1838 9
964 1166 8
1007 2174 5
2146 2173 7
1233 1741 10
1015 2127 1
342 1249 5
1575 1794 10
2440 2480 8
36 957 7
2 436 5
66 1559 6
543 863 8
989 1085 8
747 1525 8
1029 1258 9
559 2460 2
403 2418 5
404 1925 6
1439 2259 1
1133 1337 7
1368 1901 2
1433 1721 2
1550 2011 9
28 1066 10
1340 2266 9
1936 2032 3
35 1860 9
1512 2233 2
450 1677 6
545 1845 7
758 2413 1
2017 2234 9
244 1919 4
916 2485 6
1438 1507 1
1362 1638 10
1561 1896 6
1409 1648 8
111 426 9
1962 2452 7
888 1273 2
413 1883 8
1386 2279 7
677 2125 7
1111 2253 9
1767 2335 8
1181 2132 5
627 2167 8
1565 2212 2
2190 2353 7
324 2154 2
1394 2112 3
1111 1953 1
296 610 5
168 2186 10
54 959 4
502 2476 4
423 1241 8
1721 1740 8
1449 2322 10
371 1570 7
1934 2113 9
1079 1400 8
1838 2468 6
58 515 5
397 543 8
423 1129 9
709 1628 8
688 1931 8
703 874 6
764 2235 9
233 259 2
1271 1965 6
1470 2381 3
1638 2325 4
1655 2221 10
531 2051 9
1470 2222 2
577 2122 10
71 1964 6
895 1531 8
312 1798 5
259 2449 7
1505 1986 4
122 1260 4
81 196 5
911 2158 2
205 698 8
2003 2042 3
1341 1897 2
1483 2371 1
704 759 3
871 1754 3
1425 1878 5
611 2281 5
233 1135 10
185 1189 2
460 1222 10
591 1548 1
1384 1682 10
1558 1735 1
1444 2164 9
33 780 5
853 1593 6
673 1942 10
184 545 6
48 2414 4
400 661 3
547 1362 6
964 1576 6
857 1155 2
593 1905 5
489 2223 6
1438 2314 8
411 2281 1
174 1487 7
428 1959 3
71 216 5
769 2249 10
432 2187 9
823 1304 3
1109 1375 4
507 1938 8
565 2233 8
157 2383 8
1715 2167 1
581 1541 8
1728 1914 8
1162 1730 8
154 280 10
337 560 7
1558 1577 5
559 1482 3
1536 2480 6
1777 1935 10
935 2020 7
1115 2172 2
912 2218 7
584 1177 5
2191 2465 8
1373 1914 1
354 1411 9
752 2488 2
1551 2297 7
648 825 6
1512 1564 1
777 2022 8
640 1922 4
2234 2257 10
644 1454 3
2203 2377 9
1169 1311 4
470 1370 5
553 1689 4
1656 1697 6
165 1714 9
487 818 1
729 1507 8
420 2341 9
867 1977 5
635 1708 2
481 2326 7
269 1420 3
1196 2198 6
295 2461 3
2021 2155 9
152 957 10
956 1066 3
71 516 6
879 2492 3
670 2307 4
1004 1257 2
1561 1639 3
109 991 4
411 1136 2
37 1958 6
730 2158 3
238 1507 4
502 1028 6
1319 1422 7
731 1886 2
207 2347 5
199 2474 1
1013 1094 4
1210 1404 9
1315 1319 9
384 866 3
1368 1929 5
1321 2204 8
339 1289 7
216 1003 7
763 2420 5
1718 1972 4
1759 2159 7
1113 1185 2
1842 1908 5
198 1719 9
639 1160 9
1559 2073 10
270 1037 1
400 2054 2
1635 2474 9
476 1207 9
819 1153 9
445 1210 1
259 2296 4
1747 1971 4
1022 1132 3
918 2116 10
188 1232 10
923 2006 2
995 1936 8
963 1503 3
1618 2195 5
69 1362 9
807 2474 2
617 1264 1
1289 1530 6
71 245 3
52 829 10
575 1482 9
388 1614 5
456 1187 6
348 2444 7
191 855 9
1661 1958 6
1623 1888 8
850 2210 10
675 1431 1
165 690 9
953 1975 6
296 907 5
1581 1870 9
1291 1870 1
159 1484 4
232 1254 2
600 2416 10
1531 2382 10
1916 2368 9
1207 1509 3
989 1396 9
2120 2250 10
248 2482 1
154 1051 8
310 1648 9
827 1369 2
1010 2075 1
187 2129 9
1126 2497 8
1552 2313 4
724 777 8
127 1521 10
473 1849 1
920 2486 10
1924 2233 7
862 1744 7
166 243 5
409 762 7
674 879 4
1349 2413 8
828 1064 9
668 1043 4
742 804 3
779 1045 5
148 795 2
186 1721 7
1396 1846 4
1150 1580 4
1573 2334 4
1122 1496 9
934 1180 1
1142 1296 5
1319 1750 6
2089 2204 10
308 1736 3
1024 2062 4
337 2269 6
203 460 8
720 1904 10
1354 2088 4
1120 1214 6
704 892 8
651 1943 7
1309 2208 3
1152 1730 6
716 2120 2
1256 2088 8
526 1744 8
1626 2356 7
1825 2295 5
171 452 2
86 2482 4
2090 2143 9
247 1767 1
171 1786 6
773 1199 8
534 866 1
807 2483 9
493 1527 5
53 485 9
1690 2021 4
696 784 10
198 1020 8
1108 2216 6
465 2028 8
367 1599 7
290 324 5
1355 2493 8
1981 2200 9
797 1007 1
1135 1815 9
868 907 2
1832 2152 2
1872 2165 1
229 1467 8
825 2094 4
446 2003 7
469 667 2
473 1538 6
1725 1821 3
992 1338 2
1489 2217 3
943 1559 5
1705 2208 2
1970 2316 8
855 1121 4
1539 2241 4
380 1558 4
1021 1521 3
1220 2428 3
907 1274 5
612 1610 3
1899 2234 6
1287 2206 9
1075 1371 6
647 1072 6
352 668 5
264 955 2
88 1220 3
1218 1355 7
1605 1686 1
389 743 9
402 2252 8
714 1944 10
1096 1448 2
293 2170 4
230 1805 7
298 916 7
489 1657 3
1622 2315 8
164 1136 10
493 1787 9
700 1434 6
327 1989 3
93 638 10
262 2060 10
1366 1397 4
1236 2459 5
719 1710 2
382 1463 3
992 1490 3
1185 2311 1
1546 2110 1
787 2177 2
499 862 10
1161 1599 6
295 2364 2
250 596 9
995 2044 2
1538 2078 8
549 1092 1
1515 2068 7
1105 1461 9
695 1089 8
524 1871 3
266 643 10
1256 1533 1
1725 2072 3
1159 1794 10
508 1903 6
598 2134 3
1033 1593 6
1683 2323 8
851 2250 4
843 1331 5
1182 2353 6
1548 2225 4
1574 2157 7
867 2015 10
725 1863 2
818 921 7
165 211 1
511 664 3
156 1917 3
308 2354 5
929 2374 1
568 2047 1
637 1688 8
620 1411 1
552 831 8
541 1566 9
104 1438 1
1485 2363 5
1327 2142 4
58 1347 6
347 988 1
963 1190 4
601 1709 3
392 2250 5
354 1091 6
1158 1207 5
1214 2035 5
417 972 4
1137 1959 8
1118 1594 4
764 1997 10
1431 1911 7
1969 2292 4
568 835 4
118 265 2
1125 1943 9
2013 2295 5
1152 1947 3
1364 1962 9
1215 1473 6
1574 1779 5
1460 1604 10
428 1992 1
458 2088 1
516 1988 4
612 2367 6
1148 1333 9
1309 1569 5
1211 1347 3
1758 2045 2
502 987 3
190 2487 5
217 587 8
1450 1780 1
204 2050 4
4 1270 7
876 2095 6
572 1305 1
1048 2485 2
1441 2423 1
353 2249 2
1246 1523 6
1914 2105 4
1989 2230 10
108 766 4
1910 2187 9
1348 1719 6
1372 1750 10
1631 2406 2
484 791 4
1004 1568 6
1076 1339 1
262 1985 7
815 868 9
682 816 8
1445 1462 7
1311 1459 8
615 1711 7
367 1186 1
1617 1935 9
197 1838 2
2394 2482 7
651 2376 9
276 1109 7
622 2343 4
21 2383 4
941 1632 9
2386 2401 5
264 2495 7
1607 2361 8
1310 1461 8
371 2087 7
1843 2175 4
431 1246 2
675 2081 6
380 849 5
1464 2223 8
1012 2321 9
755 1392 7
1197 1351 5
2245 2372 10
141 1567 3
843 977 5
144 2189 7
369 1091 1
1669 2336 5
629 1777 6
209 2246 1
435 519 9
612 2409 3
182 953 7
1188 1877 4
3 1086 4
1496 1646 10
1696 2175 5
355 1190 1
763 1202 8
196 1859 9
787 2231 2
1000 2237 8
26 546 8
307 688 9
607 1501 10
663 1813 1
34 163 4
1029 2144 8
914 1953 10
659 974 5
1563 2182 10
73 135 9
223 1347 4
64 2415 7
446 551 10
1979 2389 6
94 405 2
2023 2285 10
1802 2467 3
1477 1828 4
1620 2483 3
826 2170 7
478 637 7
1153 1388 1
524 1234 9
931 1652 5
786 1246 4
1682 1781 5
782 2106 9
896 2025 9
608 1975 2
926 1317 7
12 1129 8
377 1874 7
916 2385 10
1944 2019 9
1730 2192 1
403 1070 9
538 2040 4
776 978 9
584 744 2
1132 1968 1
1457 1928 7
938 1642 8
1497 1711 8
1083 1479 7
794 1469 10
723 826 6
1099 1758 6
794 1281 9
159 691 2
192 510 8
2098 2234 5
2052 2129 1
577 1336 3
578 1425 9
388 813 9
480 686 8
1 1023 10
650 2266 3
860 1467 4
625 1383 9
56 2240 7
1716 1871 10
158 2088 2
1168 2456 1
1617 2270 8
62 935 4
251 1895 7
313 606 9
619 1582 5
131 1185 3
1071 2051 10
2275 2349 6
269 2425 3
1344 2380 10
1013 1194 2
94 314 5
1515 1808 4
932 2082 8
963 2410 8
1071 1164 6
1119 1945 9
1801 2253 1
59 2450 7
2068 2107 3
300 324 6
1601 1752 7
1291 1432 8
909 1327 3
1409 1506 4
1022 2391 8
321 1231 10
54 1844 10
781 2404 8
401 500 10
958 2460 8
31 1143 4
1387 2307 8
720 2209 7
1128 1206 1
1341 2080 10
1312 1983 1
1274 1667 2
290 1707 6
921 1465 10
1776 1969 6
2415 2458 10
68 1871 7
1285 2053 5
87 1532 4
729 788 1
1556 1570 7
1190 1791 4
9 2168 3
330 1533 9
109 1660 8
269 1955 9
718 985 6
476 1717 10
1380 1777 5
135 1731 2
42 373 3
580 1759 5
1342 1410 8
1036 1280 6
265 2289 6
356 2206 5
7 2273 10
1145 1151 7
301 952 2
300 836 7
1804 2279 10
1218 1360 2
1095 1763 1
147 1632 8
4 885 9
782 2365 7
1550 2058 9
164 711 6
172 1025 7
1329 1873 2
309 1385 10
541 733 8
1038 1918 5
133 2014 7
845 1974 2
1227 1874 10
214 1647 5
1455 1604 4
372 396 8
115 1622 10
418 2424 3
1765 2419 1
939 2038 1
698 2429 7
520 2083 6
2129 2160 6
1007 1990 7
136 2451 8
1049 1166 6
1251 2047 8
1032 1839 1
339 793 2
706 2469 7
1352 1778 5
106 476 5
1152 1228 2
779 1486 2
288 424 8
625 1405 10
402 737 2
210 552 9
1654 1927 9
408 1245 7
541 1426 8
200 852 5
1755 1864 2
1231 1293 2
830 1514 5
1367 2438 6
1947 2136 1
1364 1494 2
415 1247 9
520 2346 6
973 1255 6
1970 2224 10
1046 1946 3
518 1501 6
1402 1456 10
1613 2408 4
1972 2183 5
1380 1806 6
703 1998 4
2021 2283 2
2059 2163 9
215 1529 10
188 1524 3
169 1546 7
409 2441 2
1306 1859 7
55 712 8
541 2303 8
179 252 2
851 2039 6
341 1784 8
1154 1746 3
369 2046 7
1688 1692 7
1401 2084 7
21 1104 9
753 1604 7
1057 2125 6
1517 2002 3
1474 2275 1
1167 2107 7
2032 2324 9
566 2079 9
1138 1425 9
130 1622 2
281 2234 4
966 2304 1
338 616 10
1294 2375 10
937 1902 9
746 1856 1
221 1351 2
841 1869 8
48 2135 2
1436 1768 3
1649 2228 1
1609 1814 4
766 824 3
2243 2400 4
13 320 2
541 858 3
536 1532 3
470 738 7
576 1183 1
2283 2293 10
557 1470 2
165 997 10
1144 2412 4
1551 1679 7
1770 1829 6
820 1354 6
193 1294 10
683 2461 3
2 970 1
111 444 5
678 1357 7
871 2117 6
188 277 4
2081 2147 1
574 581 7
11 2213 4
344 1650 9
445 1597 10
1274 1399 2
38 488 8
20 1507 1
1804 1963 1
841 2096 5
1711 2320 2
448 2389 10
311 2305 7
1002 2192 4
1304 2232 7
1625 2332 4
2171 2357 3
1324 2358 10
976 2498 8
1332 1675 9
465 2264 5
886 1904 3
839 1372 9
161 1672 5
98 2131 9
1418 2127 1
887 1730 2
1165 1409 5
1284 1563 6
757 1084 4
1592 2115 10
668 2238 3
99 1023 2
1880 2437 8
1264 1323 7
110 1682 1
1167 2344 10
209 1670 7
1734 1827 1
1366 2351 9
976 2491 6
487 2034 6
551 2033 9
22 958 8
1328 2135 8
641 1348 5
1721 1995 3
1246 2057 9
1481 1688 6
1451 2413 10
1753 2047 10
201 450 7
552 1042 6
1357 1685 8
1572 2370 8
490 700 6
471 1746 2
239 787 7
1571 1661 7
952 2012 2
2094 2398 7
583 1705 5
310 1738 2
31 1502 4
2051 2340 9
1031 2158 7
258 1072 6
63 288 8
792 1332 10
114 992 3
218 1562 5
1153 1967 4
514 951 7
76 1829 4
96 1869 6
1390 2201 4
35 1429 5
823 1701 1
1273 1612 1
691 2124 3
975 1871 2
1127 2283 5
465 1238 6
1665 2224 4
1334 1927 7
573 1694 1
173 645 5
213 1646 10
701 1098 8
1014 1807 9
135 556 9
1851 2318 4
290 1589 6
209 778 4
785 2202 3
312 482 9
1616 2412 8
766 2207 2
156 1492 1
302 1943 2
1117 1988 6
800 2420 7
1466 2304 6
1285 1414 3
133 1163 1
846 1321 2
2065 2279 4
902 1083 10
435 494 4
946 1446 1
647 1173 1
80 1043 8
32 1904 10
472 2025 10
2140 2267 5
1225 2216 8
822 2108 3
997 1987 10
157 2457 1
1235 2457 4
1707 1819 1
1702 2482 2
1816 2391 6
663 980 5
393 1438 4
1356 2245 8
1213 2301 5
592 1706 1
1078 2055 10
348 1687 8
736 2388 2
649 2363 1
14 852 7
2483 2496 9
