3732 25386
212 366 4.0
288 366 4.0
117 368 4.0
170 368 4.0
178 368 4.0
248 369 4.0
219 370 4.0
103 371 4.0
325 372 4.0
131 373 4.0
266 373 4.0
347 374 4.0
7 375 4.0
125 376 4.0
193 379 4.0
246 379 4.0
206 380 4.0
315 381 4.0
348 381 4.0
108 382 4.0
130 382 4.0
353 383 4.0
20 384 4.0
87 384 4.0
168 386 4.0
186 387 4.0
299 390 4.0
249 391 4.0
181 392 4.0
58 393 4.0
180 393 4.0
182 393 4.0
105 394 4.0
246 394 4.0
62 396 4.0
153 396 4.0
9 398 4.0
233 398 4.0
167 400 4.0
203 401 4.0
337 401 4.0
1 402 4.0
14 402 4.0
269 402 4.0
336 402 4.0
129 403 4.0
81 404 4.0
12 405 4.0
95 405 4.0
100 405 4.0
279 405 4.0
327 405 4.0
35 406 4.0
75 406 4.0
305 406 4.0
151 407 4.0
155 407 4.0
224 408 4.0
283 408 4.0
284 409 4.0
213 410 4.0
97 411 4.0
196 411 4.0
328 411 4.0
71 412 4.0
96 412 4.0
299 412 4.0
258 413 4.0
104 414 4.0
296 414 4.0
103 415 4.0
218 415 4.0
313 415 4.0
341 415 4.0
164 416 4.0
231 417 4.0
157 418 4.0
373 418 4.0
74 419 4.0
263 419 4.0
86 420 4.0
216 420 4.0
117 422 4.0
257 422 4.0
344 422 4.0
187 425 4.0
312 425 4.0
395 425 4.0
27 426 4.0
45 426 4.0
11 427 4.0
135 428 4.0
177 428 4.0
178 428 4.0
328 428 4.0
28 429 4.0
220 431 4.0
260 431 4.0
66 432 4.0
175 432 4.0
369 433 4.0
261 435 4.0
389 435 4.0
71 436 4.0
185 436 4.0
127 437 4.0
274 437 4.0
345 437 4.0
211 438 4.0
244 438 4.0
364 438 4.0
394 439 4.0
223 441 4.0
401 441 4.0
5 443 4.0
215 445 4.0
9 447 4.0
369 447 4.0
10 448 4.0
279 448 4.0
307 448 4.0
182 449 4.0
18 450 4.0
69 450 4.0
152 450 4.0
20 451 4.0
164 451 4.0
325 451 4.0
189 452 4.0
128 453 4.0
310 453 4.0
75 455 4.0
99 455 4.0
49 456 4.0
241 456 4.0
311 456 4.0
400 457 4.0
52 458 4.0
278 458 4.0
399 459 4.0
84 460 4.0
348 460 4.0
180 461 4.0
281 461 4.0
24 463 4.0
291 463 4.0
51 465 4.0
170 466 4.0
300 467 4.0
395 468 4.0
1 469 4.0
442 469 4.0
324 470 4.0
447 471 4.0
140 473 4.0
452 473 4.0
79 475 4.0
320 475 4.0
435 475 4.0
100 476 4.0
145 476 4.0
19 477 4.0
325 477 4.0
87 480 4.0
98 480 4.0
38 481 4.0
309 482 4.0
442 482 4.0
10 484 4.0
43 484 4.0
64 484 4.0
171 484 4.0
33 485 4.0
390 485 4.0
355 487 4.0
205 488 4.0
358 488 4.0
439 488 4.0
471 489 4.0
350 490 4.0
140 491 4.0
264 491 4.0
296 491 4.0
490 491 4.0
95 492 4.0
413 492 4.0
90 493 4.0
401 493 4.0
487 493 4.0
172 494 4.0
190 494 4.0
223 494 4.0
282 494 4.0
342 495 4.0
116 496 4.0
251 496 4.0
334 496 4.0
138 497 4.0
164 497 4.0
377 497 4.0
407 497 4.0
47 498 4.0
318 499 4.0
332 499 4.0
376 499 4.0
76 500 4.0
206 500 4.0
198 501 4.0
498 502 4.0
376 503 4.0
285 504 4.0
143 505 4.0
37 506 4.0
139 506 4.0
204 507 4.0
423 508 4.0
390 510 4.0
115 511 4.0
511 512 4.0
59 513 4.0
252 513 4.0
306 513 4.0
491 514 4.0
403 515 4.0
5 516 4.0
228 516 4.0
348 516 4.0
449 516 4.0
109 517 4.0
485 517 4.0
374 518 4.0
401 518 4.0
66 519 4.0
11 520 4.0
134 520 4.0
243 520 4.0
309 521 4.0
33 522 4.0
159 522 4.0
214 522 4.0
399 522 4.0
412 522 4.0
483 522 4.0
59 523 4.0
119 523 4.0
261 523 4.0
423 523 4.0
57 525 4.0
385 525 4.0
34 526 4.0
460 526 4.0
29 527 4.0
88 527 4.0
331 528 4.0
227 529 4.0
504 529 4.0
22 530 4.0
204 531 4.0
427 531 4.0
282 532 4.0
427 533 4.0
97 534 4.0
159 534 4.0
358 536 4.0
446 536 4.0
511 536 4.0
459 537 4.0
19 538 4.0
47 538 4.0
276 539 4.0
471 539 4.0
76 540 4.0
374 540 4.0
405 540 4.0
421 540 4.0
8 541 4.0
289 541 4.0
533 541 4.0
110 542 4.0
132 542 4.0
540 542 4.0
464 543 4.0
49 545 4.0
166 545 4.0
265 545 4.0
379 545 4.0
484 545 4.0
543 545 4.0
21 546 4.0
7 547 4.0
316 547 4.0
328 547 4.0
339 547 4.0
274 548 4.0
547 548 4.0
278 549 4.0
276 552 4.0
204 554 4.0
105 555 4.0
132 555 4.0
275 555 4.0
132 556 4.0
8 557 4.0
353 557 4.0
188 558 4.0
32 559 4.0
319 559 4.0
457 560 4.0
464 560 4.0
489 560 4.0
410 561 4.0
424 561 4.0
481 561 4.0
108 562 4.0
156 562 4.0
79 563 4.0
175 563 4.0
203 563 4.0
257 564 4.0
280 564 4.0
333 564 4.0
87 565 4.0
372 565 4.0
194 566 4.0
289 566 4.0
145 567 4.0
344 567 4.0
489 567 4.0
431 568 4.0
456 568 4.0
479 568 4.0
175 569 4.0
392 569 4.0
40 570 4.0
320 570 4.0
13 571 4.0
22 571 4.0
107 571 4.0
196 571 4.0
360 571 4.0
10 572 4.0
69 572 4.0
40 573 4.0
61 574 4.0
423 574 4.0
457 574 4.0
48 576 4.0
383 576 4.0
8 577 4.0
559 578 4.0
113 579 4.0
464 579 4.0
6 580 4.0
419 580 4.0
189 581 4.0
289 581 4.0
339 581 4.0
267 583 4.0
423 583 4.0
303 584 4.0
484 584 4.0
224 585 4.0
132 586 4.0
448 586 4.0
75 587 4.0
298 589 4.0
400 589 4.0
388 590 4.0
419 591 4.0
335 592 4.0
395 592 4.0
482 592 4.0
505 592 4.0
539 592 4.0
68 593 4.0
82 593 4.0
151 593 4.0
213 593 4.0
236 593 4.0
517 593 4.0
103 594 4.0
256 594 4.0
92 595 4.0
206 595 4.0
369 595 4.0
512 595 4.0
102 596 4.0
203 596 4.0
568 596 4.0
458 597 4.0
55 598 4.0
159 598 4.0
268 598 4.0
463 598 4.0
54 599 4.0
17 600 4.0
108 600 4.0
540 600 4.0
104 601 4.0
464 601 4.0
590 601 4.0
596 601 4.0
347 602 4.0
20 603 4.0
88 603 4.0
129 603 4.0
218 603 4.0
31 604 4.0
322 605 4.0
305 606 4.0
193 607 4.0
437 608 4.0
34 609 4.0
60 609 4.0
416 609 4.0
8 611 4.0
109 611 4.0
228 611 4.0
333 611 4.0
462 611 4.0
578 611 4.0
208 612 4.0
463 613 4.0
544 613 4.0
181 614 4.0
504 614 4.0
540 614 4.0
569 615 4.0
79 616 4.0
150 616 4.0
310 616 4.0
612 616 4.0
136 617 4.0
161 617 4.0
256 617 4.0
377 617 4.0
275 618 4.0
482 618 4.0
487 618 4.0
498 618 4.0
55 619 4.0
211 619 4.0
416 619 4.0
116 620 4.0
211 620 4.0
424 620 4.0
520 620 4.0
618 620 4.0
205 621 4.0
317 621 4.0
564 621 4.0
42 623 4.0
135 623 4.0
458 623 4.0
154 624 4.0
232 624 4.0
110 625 4.0
56 626 4.0
235 626 4.0
426 626 4.0
594 626 4.0
59 627 4.0
244 627 4.0
392 627 4.0
522 627 4.0
13 628 4.0
115 628 4.0
278 628 4.0
314 628 4.0
267 629 4.0
505 629 4.0
582 629 4.0
323 630 4.0
109 632 4.0
173 632 4.0
379 632 4.0
17 633 4.0
71 633 4.0
285 634 4.0
485 634 4.0
572 634 4.0
114 635 4.0
403 635 4.0
507 635 4.0
533 636 4.0
53 637 4.0
127 637 4.0
269 637 4.0
292 637 4.0
526 638 4.0
208 639 4.0
349 639 4.0
388 639 4.0
565 639 4.0
175 640 4.0
483 640 4.0
111 641 4.0
355 641 4.0
513 641 4.0
20 642 4.0
502 642 4.0
250 643 4.0
581 643 4.0
602 643 4.0
87 644 4.0
627 644 4.0
490 645 4.0
511 645 4.0
526 645 4.0
243 646 4.0
372 646 4.0
576 646 4.0
33 647 4.0
160 647 4.0
578 647 4.0
294 648 4.0
424 648 4.0
515 648 4.0
472 649 4.0
505 649 4.0
150 650 4.0
254 650 4.0
644 650 4.0
283 651 4.0
307 651 4.0
321 651 4.0
391 651 4.0
551 652 4.0
632 652 4.0
38 653 4.0
188 653 4.0
297 653 4.0
186 654 4.0
214 654 4.0
462 654 4.0
260 655 4.0
261 655 4.0
93 656 4.0
169 656 4.0
352 656 4.0
581 656 4.0
74 657 4.0
523 657 4.0
563 657 4.0
88 658 4.0
209 658 4.0
463 658 4.0
582 659 4.0
108 660 4.0
466 660 4.0
444 661 4.0
245 662 4.0
1 664 4.0
18 665 4.0
242 665 4.0
305 665 4.0
165 666 4.0
262 666 4.0
311 666 4.0
480 666 4.0
623 667 4.0
539 668 4.0
593 668 4.0
25 669 4.0
168 669 4.0
521 669 4.0
52 670 4.0
178 671 4.0
263 671 4.0
363 671 4.0
30 673 4.0
202 673 4.0
313 673 4.0
476 673 4.0
638 673 4.0
158 674 4.0
569 674 4.0
90 675 4.0
121 675 4.0
512 675 4.0
531 676 4.0
1 677 4.0
347 677 4.0
19 678 4.0
247 678 4.0
173 679 4.0
393 679 4.0
30 680 4.0
351 680 4.0
98 681 4.0
303 681 4.0
445 681 4.0
491 681 4.0
503 681 4.0
292 682 4.0
108 683 4.0
247 684 4.0
275 685 4.0
409 685 4.0
230 686 4.0
62 687 4.0
342 687 4.0
542 688 4.0
626 688 4.0
643 688 4.0
414 689 4.0
213 690 4.0
235 690 4.0
270 690 4.0
544 690 4.0
389 691 4.0
425 691 4.0
437 691 4.0
496 692 4.0
584 692 4.0
197 693 4.0
481 693 4.0
511 693 4.0
30 694 4.0
156 694 4.0
287 694 4.0
588 694 4.0
625 694 4.0
145 695 4.0
263 695 4.0
337 695 4.0
494 695 4.0
513 698 4.0
600 698 4.0
555 699 4.0
656 699 4.0
491 700 4.0
348 701 4.0
479 701 4.0
83 702 4.0
515 702 4.0
677 702 4.0
238 703 4.0
628 703 4.0
639 704 4.0
677 704 4.0
159 705 4.0
548 707 4.0
136 708 4.0
535 708 4.0
600 708 4.0
253 709 4.0
378 709 4.0
28 710 4.0
272 710 4.0
452 710 4.0
513 710 4.0
115 711 4.0
93 712 4.0
569 712 4.0
609 714 4.0
79 715 4.0
585 715 4.0
52 716 4.0
357 716 4.0
366 716 4.0
480 716 4.0
84 717 4.0
373 717 4.0
453 718 4.0
302 719 4.0
428 719 4.0
249 720 4.0
581 720 4.0
641 720 4.0
52 721 4.0
697 721 4.0
649 722 4.0
507 723 4.0
528 723 4.0
628 723 4.0
691 723 4.0
29 724 4.0
451 724 4.0
505 724 4.0
643 724 4.0
531 725 4.0
4 726 4.0
88 726 4.0
220 726 4.0
261 726 4.0
285 726 4.0
616 727 4.0
640 727 4.0
697 727 4.0
293 728 4.0
469 728 4.0
272 729 4.0
431 729 4.0
609 729 4.0
669 730 4.0
473 731 4.0
386 732 4.0
470 732 4.0
477 732 4.0
169 733 4.0
373 733 4.0
455 733 4.0
136 734 4.0
171 735 4.0
221 735 4.0
409 735 4.0
157 736 4.0
301 736 4.0
456 736 4.0
487 736 4.0
268 737 4.0
570 737 4.0
150 738 4.0
154 738 4.0
63 739 4.0
228 739 4.0
595 739 4.0
605 739 4.0
440 740 4.0
672 740 4.0
255 741 4.0
58 742 4.0
170 742 4.0
253 742 4.0
635 742 4.0
124 743 4.0
165 743 4.0
217 743 4.0
472 743 4.0
168 744 4.0
596 744 4.0
270 745 4.0
582 745 4.0
94 746 4.0
164 746 4.0
293 746 4.0
409 746 4.0
441 746 4.0
504 746 4.0
411 747 4.0
712 747 4.0
219 748 4.0
221 748 4.0
608 748 4.0
4 749 4.0
201 749 4.0
217 749 4.0
394 749 4.0
492 749 4.0
516 749 4.0
139 750 4.0
174 750 4.0
133 751 4.0
309 751 4.0
510 751 4.0
525 751 4.0
110 752 4.0
647 752 4.0
670 752 4.0
95 753 4.0
186 753 4.0
310 753 4.0
425 753 4.0
436 753 4.0
252 754 4.0
305 754 4.0
92 755 4.0
101 755 4.0
566 755 4.0
603 755 4.0
677 755 4.0
64 756 4.0
647 756 4.0
55 757 4.0
72 757 4.0
513 757 4.0
224 758 4.0
64 759 4.0
65 759 4.0
206 759 4.0
523 759 4.0
617 759 4.0
459 760 4.0
364 761 4.0
491 761 4.0
24 762 4.0
523 762 4.0
264 763 4.0
710 764 4.0
114 765 4.0
258 765 4.0
346 765 4.0
358 765 4.0
604 765 4.0
724 765 4.0
499 766 4.0
541 766 4.0
558 766 4.0
757 766 4.0
200 767 4.0
367 767 4.0
518 767 4.0
612 767 4.0
696 768 4.0
213 769 4.0
546 769 4.0
231 770 4.0
351 772 4.0
86 773 4.0
166 773 4.0
437 773 4.0
562 773 4.0
645 773 4.0
761 774 4.0
44 775 4.0
148 775 4.0
365 775 4.0
377 775 4.0
404 775 4.0
599 775 4.0
366 776 4.0
478 776 4.0
711 776 4.0
5 777 4.0
22 777 4.0
650 777 4.0
762 777 4.0
224 778 4.0
365 779 4.0
464 779 4.0
538 779 4.0
759 779 4.0
24 780 4.0
114 780 4.0
146 781 4.0
528 781 4.0
107 782 4.0
766 782 4.0
190 784 4.0
199 784 4.0
551 784 4.0
443 785 4.0
460 785 4.0
616 785 4.0
704 785 4.0
703 786 4.0
384 787 4.0
504 787 4.0
534 787 4.0
775 787 4.0
320 788 4.0
335 788 4.0
364 788 4.0
584 788 4.0
5 789 4.0
50 790 4.0
634 790 4.0
69 791 4.0
296 791 4.0
349 791 4.0
455 791 4.0
778 791 4.0
561 792 4.0
614 792 4.0
77 793 4.0
152 793 4.0
279 793 4.0
400 793 4.0
725 793 4.0
744 793 4.0
287 794 4.0
413 794 4.0
605 794 4.0
115 795 4.0
581 795 4.0
584 795 4.0
266 796 4.0
440 796 4.0
585 797 4.0
755 797 4.0
789 797 4.0
97 798 4.0
338 798 4.0
484 798 4.0
486 798 4.0
517 798 4.0
561 798 4.0
43 799 4.0
440 799 4.0
794 799 4.0
68 800 4.0
305 800 4.0
618 800 4.0
100 801 4.0
283 801 4.0
730 801 4.0
50 802 4.0
105 802 4.0
346 802 4.0
693 802 4.0
48 803 4.0
255 804 4.0
10 805 4.0
185 805 4.0
631 805 4.0
733 805 4.0
396 806 4.0
804 806 4.0
306 808 4.0
587 808 4.0
657 808 4.0
543 809 4.0
701 809 4.0
146 810 4.0
384 810 4.0
420 810 4.0
111 811 4.0
244 811 4.0
343 811 4.0
750 812 4.0
28 813 4.0
704 813 4.0
775 813 4.0
801 814 4.0
667 816 4.0
10 817 4.0
168 817 4.0
307 818 4.0
539 818 4.0
43 819 4.0
393 819 4.0
187 820 4.0
586 820 4.0
612 820 4.0
229 821 4.0
319 821 4.0
470 821 4.0
120 822 4.0
505 822 4.0
382 823 4.0
413 823 4.0
526 823 4.0
8 824 4.0
741 824 4.0
812 824 4.0
12 825 4.0
234 825 4.0
566 825 4.0
48 826 4.0
672 826 4.0
683 826 4.0
130 827 4.0
282 827 4.0
503 827 4.0
767 827 4.0
805 827 4.0
228 828 4.0
377 828 4.0
688 828 4.0
711 828 4.0
731 828 4.0
740 828 4.0
282 829 4.0
676 829 4.0
771 829 4.0
386 830 4.0
555 830 4.0
628 830 4.0
217 831 4.0
267 831 4.0
586 831 4.0
677 831 4.0
372 832 4.0
385 832 4.0
603 832 4.0
785 832 4.0
155 833 4.0
265 833 4.0
388 833 4.0
71 834 4.0
446 834 4.0
562 834 4.0
413 835 4.0
760 835 4.0
21 836 4.0
158 836 4.0
476 836 4.0
547 836 4.0
382 837 4.0
567 837 4.0
71 838 4.0
296 838 4.0
356 838 4.0
725 838 4.0
750 838 4.0
108 839 4.0
453 839 4.0
456 839 4.0
421 840 4.0
818 840 4.0
54 841 4.0
55 841 4.0
105 841 4.0
338 841 4.0
348 841 4.0
3 842 4.0
150 842 4.0
165 842 4.0
576 842 4.0
257 843 4.0
351 843 4.0
622 843 4.0
336 844 4.0
361 844 4.0
527 844 4.0
737 844 4.0
56 845 4.0
110 845 4.0
151 845 4.0
314 845 4.0
492 845 4.0
531 845 4.0
775 845 4.0
814 845 4.0
142 846 4.0
296 846 4.0
406 846 4.0
432 846 4.0
424 847 4.0
439 848 4.0
775 848 4.0
300 849 4.0
785 849 4.0
62 850 4.0
174 850 4.0
454 850 4.0
530 850 4.0
528 851 4.0
606 851 4.0
748 851 4.0
787 851 4.0
509 852 4.0
574 852 4.0
62 853 4.0
767 853 4.0
813 853 4.0
135 854 4.0
164 854 4.0
361 854 4.0
782 854 4.0
237 855 4.0
589 855 4.0
622 855 4.0
93 856 4.0
454 856 4.0
551 856 4.0
646 856 4.0
198 857 4.0
410 857 4.0
646 857 4.0
686 858 4.0
696 858 4.0
147 859 4.0
407 859 4.0
564 859 4.0
576 859 4.0
72 860 4.0
449 860 4.0
457 860 4.0
696 860 4.0
499 861 4.0
304 862 4.0
486 862 4.0
502 862 4.0
476 863 4.0
731 863 4.0
813 863 4.0
36 864 4.0
58 864 4.0
179 864 4.0
254 864 4.0
324 864 4.0
831 864 4.0
264 865 4.0
796 865 4.0
117 866 4.0
568 866 4.0
240 867 4.0
328 867 4.0
515 867 4.0
814 867 4.0
186 868 4.0
206 868 4.0
614 868 4.0
686 868 4.0
809 868 4.0
397 869 4.0
678 869 4.0
679 869 4.0
840 869 4.0
846 869 4.0
853 869 4.0
182 870 4.0
373 870 4.0
563 870 4.0
333 871 4.0
434 871 4.0
478 871 4.0
728 871 4.0
591 872 4.0
802 872 4.0
849 872 4.0
370 873 4.0
408 873 4.0
451 873 4.0
807 873 4.0
271 874 4.0
278 874 4.0
286 874 4.0
335 874 4.0
368 874 4.0
624 874 4.0
313 875 4.0
691 876 4.0
838 876 4.0
3 877 4.0
351 877 4.0
672 877 4.0
798 877 4.0
58 878 4.0
274 878 4.0
285 878 4.0
422 878 4.0
550 878 4.0
318 879 4.0
639 879 4.0
82 880 4.0
272 880 4.0
314 880 4.0
631 880 4.0
39 881 4.0
224 881 4.0
311 881 4.0
768 881 4.0
69 882 4.0
207 882 4.0
412 882 4.0
784 882 4.0
71 883 4.0
143 883 4.0
184 883 4.0
316 883 4.0
463 883 4.0
39 884 4.0
47 884 4.0
321 884 4.0
59 885 4.0
664 885 4.0
676 885 4.0
712 885 4.0
118 886 4.0
189 886 4.0
524 886 4.0
613 886 4.0
844 886 4.0
219 887 4.0
687 887 4.0
771 887 4.0
810 887 4.0
860 887 4.0
155 888 4.0
790 888 4.0
882 888 4.0
85 889 4.0
88 889 4.0
337 889 4.0
235 890 4.0
414 890 4.0
562 890 4.0
776 891 4.0
356 892 4.0
617 892 4.0
623 892 4.0
151 893 4.0
678 893 4.0
694 893 4.0
391 894 4.0
447 894 4.0
736 894 4.0
761 894 4.0
770 894 4.0
850 894 4.0
858 896 4.0
15 897 4.0
27 897 4.0
240 897 4.0
438 897 4.0
568 897 4.0
641 897 4.0
96 898 4.0
241 898 4.0
550 898 4.0
575 898 4.0
110 899 4.0
267 899 4.0
294 899 4.0
717 899 4.0
32 900 4.0
92 900 4.0
256 900 4.0
601 900 4.0
612 900 4.0
548 901 4.0
865 901 4.0
868 901 4.0
218 902 4.0
272 902 4.0
561 902 4.0
80 903 4.0
597 903 4.0
83 904 4.0
135 904 4.0
208 904 4.0
715 904 4.0
321 905 4.0
360 905 4.0
395 905 4.0
413 905 4.0
553 905 4.0
195 906 4.0
481 906 4.0
552 906 4.0
555 906 4.0
676 906 4.0
684 906 4.0
898 906 4.0
295 907 4.0
619 907 4.0
247 908 4.0
483 908 4.0
503 908 4.0
122 909 4.0
645 909 4.0
50 910 4.0
385 910 4.0
864 910 4.0
866 910 4.0
78 911 4.0
272 911 4.0
582 911 4.0
312 912 4.0
474 912 4.0
541 912 4.0
762 912 4.0
891 912 4.0
897 912 4.0
569 913 4.0
583 913 4.0
721 913 4.0
793 913 4.0
825 913 4.0
12 914 4.0
40 914 4.0
819 914 4.0
859 914 4.0
198 915 4.0
271 915 4.0
545 915 4.0
835 915 4.0
187 916 4.0
191 917 4.0
218 917 4.0
379 917 4.0
878 917 4.0
31 918 4.0
495 918 4.0
667 918 4.0
213 919 4.0
326 919 4.0
452 919 4.0
896 919 4.0
529 920 4.0
27 921 4.0
427 922 4.0
561 922 4.0
764 922 4.0
606 923 4.0
738 923 4.0
813 923 4.0
479 924 4.0
506 924 4.0
602 925 4.0
776 925 4.0
920 925 4.0
9 926 4.0
96 926 4.0
189 926 4.0
206 926 4.0
292 926 4.0
693 926 4.0
799 926 4.0
913 926 4.0
308 927 4.0
346 928 4.0
486 928 4.0
540 928 4.0
797 928 4.0
800 928 4.0
154 929 4.0
160 929 4.0
476 929 4.0
566 929 4.0
672 929 4.0
697 929 4.0
790 929 4.0
893 929 4.0
237 930 4.0
630 930 4.0
356 931 4.0
454 931 4.0
528 931 4.0
724 931 4.0
841 931 4.0
358 932 4.0
852 932 4.0
35 933 4.0
396 933 4.0
704 933 4.0
743 933 4.0
744 933 4.0
106 935 4.0
782 935 4.0
317 936 4.0
518 936 4.0
594 936 4.0
806 936 4.0
104 937 4.0
148 937 4.0
207 937 4.0
321 937 4.0
466 937 4.0
532 937 4.0
816 937 4.0
194 938 4.0
720 938 4.0
68 939 4.0
152 939 4.0
219 939 4.0
264 939 4.0
330 939 4.0
507 939 4.0
888 939 4.0
105 941 4.0
273 941 4.0
298 941 4.0
840 941 4.0
75 942 4.0
109 942 4.0
482 942 4.0
500 942 4.0
544 942 4.0
549 942 4.0
741 942 4.0
814 942 4.0
55 943 4.0
157 943 4.0
171 943 4.0
681 943 4.0
818 943 4.0
159 944 4.0
428 944 4.0
710 944 4.0
899 944 4.0
879 945 4.0
124 946 4.0
280 947 4.0
466 947 4.0
668 947 4.0
745 947 4.0
193 948 4.0
348 948 4.0
872 948 4.0
300 949 4.0
351 949 4.0
453 949 4.0
608 949 4.0
248 950 4.0
527 950 4.0
586 950 4.0
51 951 4.0
63 951 4.0
292 951 4.0
363 951 4.0
145 952 4.0
290 952 4.0
573 952 4.0
46 953 4.0
281 953 4.0
679 953 4.0
815 953 4.0
36 954 4.0
43 954 4.0
480 954 4.0
661 954 4.0
652 955 4.0
725 955 4.0
270 956 4.0
369 956 4.0
482 956 4.0
523 956 4.0
340 957 4.0
359 957 4.0
414 957 4.0
580 957 4.0
163 958 4.0
80 959 4.0
428 959 4.0
432 959 4.0
800 959 4.0
404 960 4.0
479 960 4.0
116 961 4.0
576 961 4.0
127 962 4.0
777 962 4.0
790 962 4.0
799 962 4.0
102 963 4.0
223 963 4.0
659 963 4.0
60 964 4.0
429 964 4.0
682 964 4.0
765 964 4.0
804 964 4.0
883 964 4.0
959 964 4.0
35 965 4.0
45 965 4.0
110 965 4.0
228 965 4.0
355 965 4.0
859 965 4.0
328 966 4.0
626 966 4.0
730 966 4.0
754 967 4.0
949 967 4.0
38 968 4.0
72 968 4.0
151 969 4.0
822 969 4.0
12 970 4.0
75 970 4.0
527 970 4.0
692 970 4.0
787 970 4.0
815 970 4.0
579 971 4.0
806 971 4.0
846 971 4.0
969 971 4.0
47 972 4.0
340 972 4.0
83 973 4.0
303 973 4.0
449 973 4.0
9 974 4.0
240 974 4.0
442 974 4.0
578 974 4.0
645 974 4.0
649 974 4.0
737 974 4.0
764 974 4.0
943 974 4.0
93 975 4.0
786 975 4.0
943 975 4.0
64 976 4.0
297 976 4.0
490 976 4.0
320 977 4.0
323 977 4.0
470 977 4.0
504 978 4.0
598 978 4.0
699 978 4.0
336 979 4.0
558 979 4.0
188 980 4.0
249 980 4.0
563 980 4.0
899 980 4.0
142 981 4.0
282 981 4.0
486 981 4.0
639 981 4.0
799 981 4.0
899 981 4.0
938 981 4.0
246 982 4.0
596 982 4.0
597 982 4.0
807 983 4.0
815 983 4.0
332 984 4.0
759 984 4.0
