1635 5717
131 275 43
244 275 34
79 276 7
185 279 37
247 282 30
259 282 24
19 283 37
91 283 25
145 284 32
91 285 29
271 285 29
190 286 35
262 286 41
129 287 29
253 287 10
279 287 41
7 288 36
106 288 18
220 288 8
28 290 18
61 291 40
194 291 10
216 291 22
227 291 30
27 293 43
82 293 30
139 293 26
286 293 33
162 295 13
284 295 26
278 296 33
99 297 11
136 297 21
1 300 38
18 300 16
266 301 39
58 302 33
229 302 21
27 303 14
17 304 20
54 305 30
119 305 43
288 305 24
176 307 13
114 308 38
64 309 33
120 309 30
105 310 14
215 312 24
94 313 27
204 313 10
292 314 40
75 317 8
228 318 24
282 319 43
294 319 31
216 320 20
35 321 20
185 321 20
188 321 37
117 322 45
17 323 23
78 323 45
275 323 9
298 323 7
319 323 34
212 326 39
148 327 26
246 329 37
304 329 22
67 331 17
105 331 20
186 335 13
280 335 16
100 336 33
103 336 14
178 336 41
206 336 13
216 336 33
274 336 40
1 337 17
38 337 23
335 337 32
127 338 9
83 339 11
312 339 22
38 340 21
276 340 12
60 342 31
77 342 19
18 343 15
27 344 23
252 344 18
74 345 42
149 346 35
275 346 11
127 347 25
128 347 37
321 347 21
116 348 15
126 348 39
170 349 23
247 349 13
299 350 21
118 351 23
154 351 31
160 352 25
238 352 39
140 353 33
338 353 45
71 354 28
316 354 8
350 354 15
122 355 43
137 355 24
265 356 38
346 356 38
123 357 25
315 357 21
134 358 35
150 358 37
18 360 7
92 360 42
278 360 34
203 361 22
74 362 13
216 363 7
29 366 13
152 366 25
208 366 45
233 368 34
334 368 21
130 369 35
307 369 40
241 370 34
171 371 40
309 371 32
357 371 34
188 372 38
281 373 41
99 374 24
101 375 15
266 375 35
31 376 7
258 376 42
188 377 34
214 377 27
5 378 35
78 378 24
284 378 18
368 378 44
253 379 39
154 380 28
123 381 37
288 381 36
346 381 10
12 383 44
39 383 8
48 383 32
103 383 19
204 384 12
215 384 20
22 385 16
373 385 26
9 386 12
93 386 10
274 386 14
269 387 42
358 387 30
69 388 12
99 388 26
112 388 26
139 389 19
13 390 12
39 391 23
240 391 32
335 392 32
96 393 10
163 393 19
263 393 38
137 396 43
203 396 20
284 396 21
299 396 31
318 396 27
112 397 11
8 398 15
232 399 15
310 399 44
89 400 25
331 400 37
323 402 36
354 402 19
112 403 9
51 405 15
124 405 26
261 405 9
33 406 38
36 406 40
68 409 43
281 409 17
11 410 28
147 412 30
11 413 32
13 413 18
19 413 27
287 413 19
335 413 7
312 414 27
380 414 25
324 415 33
215 416 26
226 417 41
320 417 33
19 418 45
25 418 13
133 418 16
257 418 38
367 418 45
13 419 36
348 419 16
45 420 25
331 420 42
41 422 37
162 422 9
51 423 33
273 423 18
120 424 34
131 424 37
392 424 27
400 425 26
94 426 27
364 426 16
211 427 9
295 427 37
389 427 24
62 428 43
245 429 44
340 429 21
425 430 8
32 432 45
45 434 37
210 434 44
144 435 18
347 435 7
47 436 21
78 436 28
266 436 35
299 437 23
371 438 28
4 439 11
120 439 31
121 440 36
151 440 18
189 441 25
209 441 32
174 442 31
4 443 8
113 443 33
150 443 22
289 443 8
429 443 31
191 444 28
329 445 35
375 445 19
419 446 34
401 447 29
250 448 25
361 449 36
270 450 40
221 451 19
354 451 30
124 452 13
328 452 38
414 452 17
261 453 15
308 453 26
170 454 17
424 454 18
3 455 24
453 455 37
72 456 9
163 456 8
310 457 42
342 457 33
147 458 36
154 458 25
5 459 21
115 459 39
213 459 38
430 460 24
446 460 9
38 461 39
200 461 37
80 462 45
179 462 43
254 463 33
312 463 14
422 464 39
57 465 35
180 465 32
158 466 10
389 466 28
196 467 36
261 468 16
303 468 26
411 468 10
135 469 12
283 469 20
248 470 7
414 470 44
102 471 18
356 471 9
296 472 22
294 473 42
437 473 38
470 473 22
361 474 38
411 474 37
264 475 21
461 475 10
104 477 13
157 477 31
449 477 7
225 478 20
4 479 17
92 479 15
158 480 15
256 480 22
441 480 9
479 481 12
210 482 34
50 483 22
67 483 17
361 483 14
394 483 12
365 484 44
384 486 8
386 486 18
387 487 41
447 487 15
66 488 30
325 488 8
426 488 20
483 488 8
165 489 25
263 489 41
3 490 42
417 490 35
80 493 7
90 493 32
196 493 42
466 493 13
466 494 42
85 495 35
95 496 22
416 496 30
189 500 9
37 501 31
81 501 38
377 501 41
235 502 9
313 502 18
61 503 19
356 503 40
291 504 11
438 504 40
56 505 8
235 505 18
503 505 23
4 506 21
310 506 21
333 506 22
365 506 39
177 507 45
318 507 10
402 507 24
62 508 17
184 508 40
317 508 8
495 508 12
172 509 16
262 509 45
44 510 39
173 512 18
244 512 32
343 513 41
382 513 15
14 514 41
20 514 40
404 514 11
105 515 19
265 515 23
297 515 8
159 517 31
168 517 12
407 517 28
421 517 29
494 518 45
374 519 9
124 520 33
15 521 11
87 521 39
189 522 10
319 523 35
516 523 15
78 524 30
199 524 30
215 524 24
53 525 16
354 525 32
38 527 43
110 527 10
272 527 23
502 527 30
47 528 16
210 528 39
489 528 33
506 528 16
139 529 9
419 529 41
498 529 33
306 530 30
393 530 38
51 531 26
76 531 24
145 531 9
168 532 29
521 532 10
376 533 45
400 533 44
42 534 20
506 534 30
341 535 30
74 536 9
294 536 37
300 536 26
359 536 18
478 536 16
505 536 26
283 537 39
215 538 35
230 538 35
61 539 38
316 539 39
387 539 19
486 539 29
15 540 22
370 540 44
474 540 18
237 541 17
261 541 34
347 541 43
49 542 29
222 543 28
278 543 8
465 543 43
476 543 42
425 544 27
171 545 22
404 545 25
455 545 11
68 546 11
182 546 23
482 546 16
196 547 30
357 547 12
139 548 38
197 548 18
369 548 40
510 548 25
449 549 26
219 550 44
383 550 8
519 550 41
148 552 15
330 552 29
62 553 11
106 553 33
134 553 7
400 553 35
41 554 36
74 555 15
156 555 7
408 555 35
459 555 24
525 555 27
93 556 37
242 556 27
348 556 43
434 556 30
70 557 38
135 557 26
374 557 23
187 558 27
241 558 23
249 558 39
129 559 10
340 560 15
445 560 39
523 560 20
169 561 21
222 561 43
295 561 26
315 561 45
542 561 11
195 562 8
255 563 15
285 563 10
437 563 42
440 563 32
69 564 34
92 564 11
186 565 7
193 565 42
378 565 30
16 566 29
40 566 38
339 567 19
404 567 20
491 567 26
549 567 25
332 568 38
428 568 38
78 569 10
134 569 37
113 570 39
132 570 7
563 570 38
56 571 31
150 571 27
228 572 22
542 572 7
245 573 38
492 573 23
499 573 43
227 574 34
287 574 44
564 574 35
26 575 13
270 575 36
431 575 11
129 576 12
266 576 21
443 576 14
195 578 25
470 578 37
81 579 32
391 579 11
5 580 33
202 580 10
444 580 37
135 581 17
171 581 13
267 581 17
427 581 44
233 582 37
326 582 18
472 582 29
122 583 22
123 583 17
201 583 13
424 583 41
340 584 22
472 585 19
60 586 30
164 586 33
417 586 29
1 588 31
311 588 10
559 588 42
277 589 16
513 589 9
29 590 35
83 591 44
141 591 22
236 591 45
353 591 31
125 592 9
586 592 23
74 593 41
243 594 45
385 594 21
489 594 44
24 595 25
62 595 25
370 595 12
506 595 8
54 596 28
46 597 38
495 597 27
75 598 9
543 598 21
42 599 36
153 599 23
533 599 33
557 599 40
302 600 27
356 600 25
500 600 33
564 600 33
40 601 29
172 601 26
176 602 9
178 603 19
580 603 11
96 604 33
501 604 37
527 604 21
15 605 14
447 605 28
585 605 15
510 606 8
597 606 8
9 607 29
542 607 33
76 608 27
115 608 34
41 609 11
375 609 10
590 609 23
9 610 11
212 610 34
311 610 8
457 610 36
496 611 31
325 612 14
541 612 18
552 612 37
6 613 38
197 614 12
296 614 11
374 614 20
205 615 35
253 615 12
313 615 39
50 617 17
348 617 15
579 617 10
28 619 18
264 619 39
223 620 24
54 621 11
210 621 17
278 621 20
503 621 27
145 622 19
303 622 35
346 622 35
467 622 26
546 622 40
271 623 37
198 624 25
205 624 32
221 625 35
266 625 43
113 626 43
613 626 40
190 627 26
264 627 10
374 627 41
283 628 30
342 628 40
496 628 29
533 628 7
118 629 19
518 629 11
361 630 29
277 631 34
104 632 25
254 632 24
541 632 9
625 632 35
56 633 27
631 633 45
294 634 39
495 634 24
198 635 13
213 635 19
401 635 35
43 636 21
284 636 43
413 636 35
17 637 33
113 637 39
446 637 33
455 637 18
551 638 10
555 638 36
562 639 17
592 639 24
314 640 17
391 640 21
54 641 27
242 641 19
244 641 27
373 641 30
519 641 43
83 642 27
304 642 25
328 642 11
625 642 24
46 643 45
538 643 9
100 644 10
283 644 27
97 645 15
467 645 8
15 646 19
293 646 28
73 647 13
358 647 32
391 647 33
427 647 9
584 647 38
344 648 45
416 648 40
587 648 25
14 649 17
173 649 23
431 649 23
162 650 20
588 650 12
11 651 30
53 651 40
122 651 43
352 651 21
379 653 35
611 653 15
223 654 27
332 654 20
605 654 30
411 655 16
637 655 39
441 656 35
419 657 7
63 658 19
130 658 13
249 658 16
172 659 30
257 659 21
230 660 14
298 660 34
533 660 7
540 660 32
174 661 21
180 661 23
381 661 31
130 662 19
357 662 16
437 662 25
577 662 33
169 663 29
360 663 27
484 663 43
530 663 27
99 664 10
193 664 31
283 664 19
575 664 13
207 665 12
433 665 41
451 665 19
534 665 15
544 666 38
598 666 43
29 667 30
183 667 29
448 667 11
622 667 32
176 668 14
290 668 30
328 668 17
370 668 14
392 668 10
492 668 38
11 669 19
134 669 12
409 669 36
136 670 40
611 670 18
24 671 45
124 671 23
376 671 29
461 671 34
73 672 11
289 672 14
306 672 7
536 672 18
109 673 40
230 673 7
132 674 43
482 674 45
554 674 11
598 674 17
201 675 32
247 675 23
337 675 11
576 675 8
126 676 36
157 676 15
209 676 28
484 676 39
204 677 38
280 677 18
403 677 23
558 677 35
70 678 17
93 678 11
370 678 27
560 678 39
536 679 14
241 680 30
626 680 34
657 680 27
96 681 31
209 681 32
405 681 44
557 681 38
606 681 31
88 682 40
267 682 24
378 682 22
506 682 45
403 683 20
646 683 17
258 684 18
357 684 14
237 685 43
69 686 25
141 686 20
459 686 11
542 686 42
560 686 37
36 687 39
93 687 18
583 687 11
589 687 35
144 688 38
438 688 22
526 688 23
619 688 30
214 689 35
238 689 9
90 690 30
228 690 40
367 690 39
381 690 8
436 690 45
487 690 10
616 690 7
72 691 44
271 691 8
409 691 22
534 691 14
574 691 16
680 691 29
55 692 10
500 692 28
614 692 24
662 692 20
21 694 29
154 694 11
556 694 8
685 695 15
9 696 42
85 696 43
324 696 21
416 696 27
191 697 18
561 697 44
17 698 31
245 698 28
166 699 42
682 699 17
69 700 32
501 700 14
513 700 13
95 701 30
338 701 33
564 701 35
620 701 41
467 702 23
161 703 26
298 703 14
407 703 37
453 703 22
510 703 8
623 703 28
71 704 21
397 704 14
540 704 20
64 705 23
101 705 22
360 705 30
597 705 16
43 706 8
238 706 42
249 706 19
425 706 45
617 706 27
412 707 41
584 707 45
129 708 34
191 708 37
285 708 42
614 708 44
96 709 18
216 709 22
521 709 19
526 709 7
534 710 38
48 711 26
143 711 28
243 712 45
459 712 27
68 713 17
86 714 29
110 714 11
432 714 17
707 714 44
438 715 11
673 715 34
712 715 43
235 717 38
366 717 17
494 717 35
153 718 37
191 719 35
309 719 34
320 719 25
473 719 44
625 719 13
195 720 38
335 720 40
513 720 19
289 721 17
401 721 32
693 721 15
263 722 27
387 722 25
21 723 8
81 723 14
693 723 41
92 724 37
153 724 29
702 724 45
711 724 40
44 725 28
469 725 33
501 725 15
100 726 20
317 726 15
325 726 24
696 727 37
698 727 18
708 727 32
153 728 16
404 728 31
435 729 40
155 730 10
198 730 15
206 730 12
414 730 43
120 731 26
197 731 27
204 731 33
622 731 41
245 732 35
467 732 33
251 733 29
337 733 41
644 733 26
657 733 45
663 733 24
620 734 32
82 735 26
218 735 45
377 735 24
558 735 19
144 736 35
203 736 18
595 736 12
604 736 22
26 738 27
36 738 28
546 738 7
564 738 25
382 739 43
466 739 28
530 739 37
579 739 11
4 740 35
84 740 39
179 740 8
519 740 33
1 741 40
665 741 11
115 742 31
569 742 27
718 742 40
132 743 44
421 743 45
681 743 35
142 744 30
181 744 22
300 744 27
111 745 22
200 745 25
361 745 15
433 745 9
705 745 38
412 746 28
444 746 38
545 746 40
738 746 13
118 747 8
122 747 36
306 747 38
716 747 45
406 748 22
167 750 14
183 750 31
526 751 11
548 751 18
588 751 40
481 753 19
533 753 28
141 754 37
176 754 33
577 754 26
655 754 15
9 755 27
544 755 38
608 755 11
370 756 27
422 756 43
481 756 22
119 758 21
170 758 13
256 758 12
645 758 34
655 758 21
101 759 41
48 760 40
407 760 19
522 760 43
233 761 38
299 761 34
462 761 17
602 761 30
664 761 39
243 762 29
407 762 44
499 762 17
567 762 16
578 762 20
24 763 37
28 763 25
111 763 41
132 763 41
453 763 11
471 763 28
456 764 17
229 765 10
257 765 17
341 765 23
560 765 23
374 766 37
29 767 25
59 767 18
416 767 16
511 768 9
666 768 18
73 769 12
398 769 31
658 769 34
25 770 16
49 770 16
129 770 18
139 770 15
582 770 14
204 771 36
269 771 42
760 771 20
73 772 13
238 772 36
288 772 43
321 772 9
482 772 10
512 772 31
566 772 32
680 772 7
751 772 31
57 773 39
420 773 7
541 773 16
72 774 28
93 774 22
662 774 38
97 775 14
261 775 29
27 776 36
677 776 33
18 777 15
223 777 39
315 777 21
388 777 29
412 777 7
619 777 26
651 778 19
16 779 11
148 779 8
712 779 9
757 779 9
505 780 23
606 780 25
373 781 29
266 782 42
376 782 17
392 782 16
522 782 30
539 782 8
163 783 9
359 783 26
587 783 25
748 783 22
292 784 35
554 784 33
60 785 42
200 785 15
430 785 37
13 786 25
21 786 25
267 786 34
373 786 25
295 787 39
332 787 35
337 787 18
415 787 33
17 788 36
334 789 34
438 789 40
573 789 45
643 789 8
115 790 17
160 790 21
205 790 39
605 790 35
121 791 19
296 791 32
494 791 15
735 791 24
141 792 44
224 792 18
506 792 44
536 792 38
174 793 40
534 793 30
537 793 12
201 794 27
326 794 29
388 794 33
425 794 10
111 795 17
258 795 14
418 795 26
676 795 12
757 795 17
10 796 18
121 796 9
350 796 17
406 796 14
104 797 37
324 797 45
432 797 20
164 798 10
355 798 32
429 798 22
486 798 11
406 799 24
466 799 28
531 799 44
623 799 36
707 799 41
83 800 36
285 800 11
341 800 21
362 800 21
794 800 38
33 801 37
75 801 34
182 801 33
274 801 41
364 801 32
690 801 32
20 802 37
636 802 27
237 803 26
329 803 41
604 803 37
710 803 18
333 804 28
583 804 42
601 804 14
734 804 12
770 804 28
95 805 22
146 805 30
178 805 31
241 805 25
167 806 22
629 806 9
740 806 8
801 806 38
271 807 44
585 807 11
688 807 12
699 807 41
45 808 43
82 808 30
639 808 30
661 808 43
111 809 16
184 809 26
234 809 17
525 809 19
694 809 23
450 811 29
179 812 25
600 812 34
654 812 36
684 812 42
726 812 13
638 813 41
729 813 38
88 814 20
461 814 33
564 814 21
750 814 10
103 815 30
402 815 17
531 815 43
551 815 36
348 816 32
350 816 16
787 816 31
514 817 29
518 817 11
662 817 43
734 817 14
149 818 20
293 818 14
508 818 10
514 818 24
773 818 42
72 819 26
633 819 26
37 820 26
548 820 24
759 820 9
182 821 25
594 821 45
615 821 27
775 821 16
104 822 9
147 822 34
214 822 19
637 822 20
53 823 36
364 823 29
566 823 14
577 823 33
578 823 25
628 823 12
152 824 10
192 824 39
325 824 41
547 824 21
553 824 11
128 825 12
295 825 32
718 825 42
191 826 31
402 826 35
774 826 24
426 827 26
549 827 17
723 827 37
734 827 20
209 828 18
741 828 24
16 829 36
136 829 19
692 829 34
161 830 43
315 830 43
792 830 32
490 831 8
648 831 31
179 832 34
292 832 23
601 832 14
194 833 32
404 833 39
498 833 15
181 834 44
246 834 43
617 834 15
648 834 28
793 834 16
535 835 8
557 835 20
593 835 42
721 835 39
776 835 20
826 835 40
66 836 40
99 836 31
363 836 31
328 838 7
811 838 12
364 839 26
461 839 11
669 839 39
833 839 31
92 840 21
217 840 7
491 840 26
577 840 29
699 840 18
88 841 20
258 841 27
274 841 17
503 841 31
7 842 26
663 842 25
669 842 36
94 843 33
129 843 11
373 843 23
666 843 22
287 844 42
397 844 31
178 845 15
270 845 27
292 845 40
587 845 12
642 845 9
685 845 12
739 845 9
84 846 10
314 846 39
428 846 9
779 846 12
151 847 40
328 847 44
411 847 32
485 847 14
516 847 24
1 848 14
59 848 40
219 848 34
353 848 35
363 849 39
471 849 32
11 850 42
265 850 19
511 850 14
683 850 25
71 851 31
310 851 33
325 851 41
384 851 7
22 852 42
144 852 25
174 852 22
302 852 39
448 852 15
393 853 26
428 853 43
851 853 21
320 854 41
429 854 44
546 854 13
633 854 39
846 854 20
8 855 16
152 855 14
523 855 7
562 855 23
695 855 33
59 856 19
351 856 37
360 856 35
350 857 18
428 857 42
670 857 35
150 858 38
175 858 39
257 858 43
543 858 28
590 858 26
407 859 20
569 859 43
798 859 18
368 860 17
605 860 21
661 860 31
837 860 13
387 861 10
455 861 34
462 861 39
615 861 13
42 862 45
447 862 22
744 862 32
25 863 24
261 863 26
451 863 17
692 863 39
210 864 12
217 864 42
656 864 42
50 865 23
602 865 45
775 865 14
86 867 26
160 867 19
622 867 22
213 868 26
481 868 8
535 868 22
549 868 45
743 869 38
773 869 34
309 870 36
322 870 16
680 870 30
861 870 26
131 871 32
229 871 36
345 871 37
2 872 24
280 872 16
748 872 33
244 873 21
330 873 35
427 873 20
463 874 9
864 874 45
385 875 13
412 875 39
26 876 43
282 876 28
306 876 43
490 876 17
93 877 44
227 877 19
441 877 45
646 877 43
810 877 22
111 878 16
163 878 7
700 878 15
760 878 12
234 879 25
295 879 20
397 879 24
583 879 44
590 879 22
780 879 45
202 880 29
419 880 12
762 880 32
137 881 33
163 881 23
372 881 7
114 882 17
616 882 37
766 882 27
787 882 33
10 883 7
455 883 43
610 883 43
500 884 36
528 884 12
572 884 42
584 884 32
629 884 25
773 884 13
68 885 28
200 885 31
240 885 12
392 885 41
7 886 29
323 886 24
537 886 38
878 886 36
473 887 35
509 887 31
515 888 36
758 888 11
876 888 18
454 889 11
464 889 30
600 889 7
641 889 33
367 890 30
370 890 36
819 890 32
426 891 15
647 891 44
72 892 16
468 892 13
197 893 34
353 893 29
483 893 34
157 894 29
185 894 23
271 895 20
372 895 24
408 895 31
711 895 45
26 896 32
681 896 23
866 896 7
182 897 19
375 897 15
480 897 30
595 897 27
144 898 34
170 898 11
397 898 34
602 898 23
165 899 42
218 899 14
279 899 20
623 899 11
752 899 20
862 899 23
126 900 23
496 900 14
775 900 31
108 901 18
169 901 12
569 901 7
611 901 33
706 901 43
236 902 8
298 902 39
819 902 40
888 902 31
161 903 28
215 903 23
665 903 15
527 904 35
29 905 36
435 905 13
480 905 28
490 905 39
634 905 24
684 905 30
329 906 16
458 906 42
776 906 8
901 906 10
2 907 9
477 907 44
501 907 8
768 908 37
840 908 22
164 909 12
484 909 24
678 909 34
32 910 38
261 910 34
700 910 11
864 910 16
57 911 16
61 911 7
151 911 14
446 911 13
687 911 32
106 912 21
237 912 37
416 912 35
444 912 29
737 912 44
56 913 27
386 913 22
594 913 35
2 914 16
258 914 22
805 914 44
827 914 14
51 915 25
535 915 26
586 915 9
687 915 15
184 916 44
275 916 44
338 916 18
894 916 38
91 917 43
124 917 32
216 917 44
420 917 36
146 918 19
543 918 8
606 918 15
130 919 31
252 919 39
487 919 13
609 919 37
768 919 19
766 920 37
782 920 41
23 921 35
70 921 10
75 921 25
225 921 42
260 921 33
910 921 17
259 922 16
485 922 26
494 922 37
103 923 41
136 923 40
162 923 22
179 923 28
178 924 42
210 924 14
294 924 33
430 924 17
1 925 22
70 925 20
185 925 14
378 925 26
781 925 17
67 926 35
123 926 31
598 926 22
732 926 35
820 926 25
353 927 8
356 927 39
685 927 30
764 927 31
117 928 38
432 928 27
671 928 23
456 929 13
753 929 27
832 929 12
247 930 41
374 930 23
825 930 8
894 930 19
127 931 25
911 931 16
19 932 7
256 932 27
414 932 21
805 932 19
203 933 23
213 933 33
733 933 18
291 934 36
351 934 7
449 934 23
510 934 25
741 934 29
808 934 32
892 934 16
897 934 43
93 935 20
551 935 33
568 935 42
578 935 7
739 935 19
279 936 14
290 936 34
359 936 35
433 936 45
554 937 26
766 937 22
899 937 32
57 938 39
251 938 19
717 938 28
827 938 41
61 939 31
306 939 15
426 939 24
507 939 43
317 940 23
653 940 28
903 940 24
451 941 38
758 941 10
801 941 13
912 941 21
236 942 32
372 942 13
632 942 26
698 942 14
177 943 9
268 943 13
787 943 7
10 944 14
166 944 28
749 944 34
892 944 42
404 945 41
616 945 15
729 945 20
901 945 43
270 946 9
321 946 44
505 946 17
767 946 37
5 947 39
128 947 20
871 947 21
367 948 33
21 949 39
749 949 44
762 949 34
766 949 42
122 950 21
395 950 15
701 950 36
922 950 11
247 951 45
630 951 30
788 951 29
23 952 15
547 952 17
730 952 32
757 952 31
930 952 10
934 952 8
487 953 32
504 953 44
626 953 8
627 953 18
103 954 12
309 954 25
540 954 40
702 954 39
725 954 28
762 954 44
302 955 23
644 955 13
666 955 14
718 955 17
252 956 8
334 956 27
503 956 41
604 956 10
775 956 24
77 957 9
250 957 33
473 957 12
549 957 9
618 957 8
781 957 45
807 957 11
838 957 32
730 958 41
121 959 43
243 959 37
898 959 34
125 960 13
379 960 8
424 960 43
666 960 44
712 960 24
842 960 14
262 961 37
435 961 26
714 961 8
801 961 45
114 962 31
878 962 31
127 963 21
342 963 9
359 963 16
640 963 32
859 963 14
933 963 10
219 964 17
738 964 9
32 965 24
49 965 33
259 965 20
499 965 14
106 966 39
175 966 11
422 966 7
491 966 14
843 966 31
848 966 8
498 967 45
731 967 11
942 967 10
301 968 25
518 968 42
573 968 14
689 968 44
322 969 18
449 969 9
686 969 44
869 969 27
549 970 25
666 970 15
796 970 30
903 970 8
330 971 13
343 971 8
568 971 35
691 971 14
33 972 7
513 972 44
933 972 31
420 973 9
737 973 12
745 973 9
859 973 35
313 974 45
390 974 7
655 974 39
688 974 22
332 975 13
375 975 9
550 975 41
580 975 9
217 976 8
349 976 27
782 976 40
30 977 30
43 977 27
68 977 13
501 977 40
875 977 44
86 978 11
307 978 35
680 978 19
62 979 24
337 979 28
408 979 43
464 979 28
747 979 38
640 980 16
673 980 24
352 981 13
510 981 37
516 981 10
537 981 33
810 981 25
849 981 18
139 982 39
397 982 14
430 982 44
432 982 43
629 982 45
913 982 41
12 983 9
177 983 20
313 983 42
509 983 19
892 983 18
118 984 19
279 984 11
621 984 40
774 984 33
901 984 23
93 985 25
104 985 36
134 985 20
217 985 21
538 985 32
639 985 22
118 986 30
297 986 43
448 986 41
513 986 44
816 986 10
904 986 21
66 987 7
153 987 43
189 987 24
314 987 22
621 987 32
903 987 30
308 988 16
349 988 36
596 988 29
711 988 33
721 988 45
887 988 25
102 989 34
262 989 18
819 989 7
875 989 16
965 989 40
451 990 22
481 990 29
944 990 39
193 991 27
407 991 25
452 991 44
714 991 15
735 991 42
894 991 9
181 992 36
365 992 39
379 992 33
522 992 42
619 992 11
855 992 16
134 993 27
283 993 13
365 993 32
382 993 12
882 993 38
345 994 22
462 994 45
483 994 41
625 994 35
714 994 21
842 994 35
896 994 12
13 995 9
231 995 27
361 995 31
421 995 9
555 995 19
860 995 26
223 996 10
394 996 36
629 996 29
776 996 14
890 996 28
956 997 28
121 998 35
137 998 21
498 998 25
660 998 10
106 999 22
869 999 43
310 1000 41
364 1000 20
605 1000 15
901 1000 34
132 1001 11
176 1001 43
426 1001 39
727 1001 11
41 1002 45
142 1002 27
468 1002 14
595 1003 44
649 1003 8
926 1003 19
27 1004 39
71 1004 33
88 1004 8
281 1004 15
571 1004 21
789 1004 37
83 1005 45
253 1005 14
318 1005 29
557 1005 33
905 1005 45
58 1006 31
169 1006 20
285 1006 36
954 1006 18
427 1007 22
437 1007 19
961 1007 41
256 1008 29
392 1008 33
448 1008 15
523 1008 20
596 1008 19
77 1009 16
190 1009 17
710 1009 10
547 1010 35
768 1010 18
881 1010 33
1000 1010 28
194 1011 45
195 1011 14
255 1011 30
401 1011 40
970 1011 28
571 1012 25
308 1013 28
479 1013 37
602 1013 17
918 1013 36
922 1013 35
953 1013 25
967 1013 24
227 1014 37
512 1014 31
668 1014 29
679 1014 34
928 1014 9
945 1014 14
190 1015 41
199 1015 35
370 1015 17
620 1016 15
5 1017 9
23 1017 13
129 1017 19
945 1017 45
5 1018 38
469 1018 33
773 1018 18
114 1019 12
297 1019 31
342 1019 7
454 1019 33
105 1020 39
613 1020 35
702 1020 11
942 1020 38
320 1021 44
534 1021 38
716 1021 32
847 1021 31
955 1021 10
61 1022 45
179 1022 29
241 1022 23
385 1022 16
280 1023 8
581 1023 13
722 1023 41
823 1023 28
64 1024 44
317 1024 42
512 1024 28
942 1024 37
80 1025 41
274 1025 18
555 1025 25
127 1026 20
221 1026 34
613 1026 32
784 1026 42
840 1026 45
449 1027 36
648 1027 22
814 1027 22
890 1027 27
228 1028 24
415 1028 13
798 1028 7
25 1029 7
153 1029 12
324 1029 36
379 1029 10
515 1029 42
749 1029 30
99 1030 12
298 1030 36
476 1030 28
915 1030 23
25 1031 12
76 1031 42
176 1031 24
231 1031 33
249 1031 36
298 1031 24
904 1031 16
45 1032 21
395 1032 23
516 1032 10
929 1032 38
980 1032 45
201 1033 9
269 1033 21
343 1033 13
538 1033 25
803 1033 28
828 1033 17
177 1034 16
247 1034 27
278 1034 18
386 1034 35
707 1034 19
737 1034 9
870 1034 10
219 1035 31
340 1035 23
634 1035 45
775 1035 16
69 1036 40
543 1036 20
364 1037 44
222 1038 41
325 1038 31
401 1038 36
421 1038 28
1012 1038 36
64 1039 43
83 1039 7
700 1039 43
246 1040 7
644 1040 38
764 1040 29
918 1040 32
941 1040 35
117 1041 41
212 1041 18
447 1041 19
469 1041 12
551 1041 36
621 1041 21
652 1041 40
533 1042 12
554 1042 35
607 1042 39
692 1042 39
747 1042 41
